Symbol	IntOGen_Cancer_Type	IntOGen_Role	CGC_Tumour_Types	CGC_Cancer_Role	Com299_Pancaner_Frequency	Com435_Putative_DriveCategory	B125_Classification	B125_Core_pathway	B125_Process	SMG127_Pancan12_Freq
KMT2C	"ACY,AML,AN,BLCA,BRCA,CESC,CH,CM,COREAD,ESCA,EWS,HC,HNSC,LUAD,LUSC,MBL,NSPH,OV,PAAD,PAIS,PCPG,PIA,PRAD,RCCC,RPC,SCLC,SG,SSCC,ST,THCA,UCEC,VV"	LoF	medulloblastoma	TSG	8.11%	-	-	-	-	-
KMT2D	"ACY,ALL,AN,BLCA,BRCA,CESC,CH,CLL,DLBCL,ESCA,GBM,HC,HGG,HNSC,LUSC,LY,MBL,MESO,NB,NHLY,NSCLC,OV,PAAD,PIA,PRAD,RCH,SBCC,SCLC,SSCC,ST,UCEC"	LoF	"medulloblastoma,renal"	"oncogene,TSG"	8.33%	-	-	-	-	-
LASP1	-	-	AML	fusion	-	-	-	-	-	-
LATS1	"CESC,COREAD,OV,PAAD,SBCC"	LoF	skin_basal_cell_carcinoma	TSG	1.45%	-	-	-	-	-
LATS2	"LUSC,MESO,VV"	LoF	malignant_mesothelioma	TSG	1.31%	-	-	-	-	-
LRIG3	"BLCA,DLBCL,LUAD"	ambiguous	NSCLC	"TSG,fusion"	-	-	-	-	-	-
LRP1B	"AML,AN,BRCA,CH,CLL,CM,COREAD,ESCA,GBM,HC,HNSC,LUAD,LUSC,MBL,MGCT,MM,NB,NSCLC,OS,OV,PAAD,PRAD,RCCC,RHBDS,SBCC,SCLC,ST,THCA,UCS,UVM"	LoF	"CLL,ovarian_cancer,oesophageal_squamous_cell_carcinoma,urothelial_cancer"	TSG	-	-	-	-	-	-
LZTR1	"ALL,GBM,PAAD,PRAD,UCEC"	LoF	glioblastoma	TSG	1.49%	High_Confidence_Driver	-	-	-	-
MACC1	-	-	"liver,CRC"	oncogene	-	-	-	-	-	-
MALT1	DLBCL	LoF	MALT	"oncogene,fusion"	-	-	-	-	-	-
MAML2	"AML,LUSC"	LoF	salivary_gland_mucoepidermoid	"oncogene,fusion"	-	-	-	-	-	-
MAPK1	"CESC,CLL,HC,HNSC"	Act	"CLL,ovarian_mixed_germ_cell_tumour,cervical_carcinoma"	oncogene	0.68%	-	-	-	-	-
MECOM	"BLCA,CM,DLBCL,PRAD,SBCC,UCEC"	Act	"AML,CML,MDS"	"oncogene,fusion"	2.70%	High_Confidence_Driver	-	-	-	1.50%
MLLT1	WT	Act	AL	fusion	-	-	-	-	-	-
MLLT3	CM	Act	ALL	fusion	-	High_Confidence_Driver	-	-	-	-
MLLT6	-	-	AL	fusion	-	-	-	-	-	-
MRTFA	-	-	acute_megakaryocytic_leukaemia	"oncogene,TSG,fusion"	-	-	-	-	-	-
MTCP1	COREAD	Act	T_cell_prolymphocytic_leukaemia	"oncogene,fusion"	-	-	-	-	-	-
MUC16	-	-	"HNSCC,melanoma"	oncogene	-	-	-	-	-	-
MUTYH	-	-	-	TSG	-	-	-	-	-	-
MYH11	"AML,BRCA,LGG,NSPH,PRAD,SBCC"	Act	AML	fusion	-	-	-	-	-	-
MYO5A	"BRCA,NB"	ambiguous	Spitzoid_tumour	fusion	-	-	-	-	-	-
MYOD1	-	-	embryonal_rhabdomyosarcoma	oncogene	-	-	-	-	-	-
N4BP2	-	-	lung_cancer	TSG	-	-	-	-	-	-
NCOA1	BRCA	ambiguous	alveolar_rhabdomyosarcoma	fusion	-	-	-	-	-	-
NCOA2	"LUAD,LUSC"	Act	"AML,chondrosarcoma,rhabdomyosarcoma"	"oncogene,fusion"	-	-	-	-	-	-
NCOA4	-	-	papillary_thyroid	"TSG,fusion"	-	High_Confidence_Driver	-	-	-	-
NCOR1	"BLCA,BRCA,CH,DLBCL,HNSC,MBL,MESO,PRAD,SCLC"	LoF	breast	TSG	3.01%	High_Confidence_Driver	-	-	-	2.20%
NCOR2	"BRCA,COREAD,ESCA,HC,PRAD"	Act	prostate	TSG	-	High_Confidence_Driver	-	-	-	-
NDRG1	-	-	prostate	"TSG,fusion"	-	-	-	-	-	-
NFKB2	"DLBCL,MM"	ambiguous	B-NHL	"oncogene,TSG,fusion"	-	-	-	-	-	-
NR4A3	-	-	extraskeletal_myxoid_chondrosarcoma	"oncogene,fusion"	-	-	-	-	-	-
NT5C2	-	-	relapse_ALL	oncogene	-	-	-	-	-	-
NTHL1	-	-	-	TSG	-	-	-	-	-	-
NTRK1	BRCA	Act	"papillary_thyroid,Spitzoid_tumour"	"oncogene,TSG,fusion"	-	-	-	-	-	-
NTRK3	"ESCA,ST"	Act	"congenital_fibrosarcoma,secretory_breast"	"oncogene,fusion"	-	-	-	-	-	-
NUMA1	BRCA	Act	APL	fusion	-	High_Confidence_Driver	-	-	-	-
NUP98	-	-	AML	"oncogene,fusion"	-	High_Confidence_Driver	-	-	-	-
NUTM1	-	-	lethal_midline_carcinoma	"oncogene,fusion"	-	-	-	-	-	-
OLIG2	-	-	T-ALL	"oncogene,fusion"	-	-	-	-	-	-
P2RY8	"BLY,DLBCL,NHLY"	Act	"B-ALL,Down_syndrome_associated_ALL"	"oncogene,fusion"	-	-	-	-	-	-
PALB2	-	-	-	TSG	-	-	-	-	-	-
PATZ1	-	-	Ewing_sarcoma	"TSG,fusion"	-	-	-	-	-	-
PBRM1	"CESC,CH,CM,ESCA,LUAD,RCCC,RPC,UCEC"	LoF	"clear_cell_renal_carcinoma,breast"	TSG	3.73%	High_Confidence_Driver	-	-	-	5.40%
PCBP1	"COREAD,PAAD"	Act	CRC	-	0.68%	High_Confidence_Driver	-	-	-	0.30%
PDGFB	-	-	DFSP	"oncogene,fusion"	-	-	-	-	-	-
PLAG1	BRCA	Act	"salivary_adenoma,lipoblastoma"	"oncogene,fusion"	-	-	-	-	-	-
PLCG1	"ANGS,BC,LGG"	Act	angiosarcoma	"oncogene,fusion"	1.33%	High_Confidence_Driver	-	-	-	-
POLD1	BRCA	Act	CRC	TSG	-	-	-	-	-	-
PPARG	-	-	follicular_thyroid	"TSG,fusion"	-	-	-	-	-	-
PPM1D	"HGG,PIA,SBCC"	LoF	"glioma,ovarian_cancer,breast_cancer"	oncogene	0.66%	-	-	-	-	-
PPP6C	"CM,SBCC"	LoF	melanoma	TSG	0.68%	-	-	-	-	-
PRDM1	"DLBCL,MM,NHLY,PRAD"	LoF	DLBCL	TSG	-	-	-	-	-	-
PRDM2	"AN,HC,RPC"	ambiguous	"glioma,colon_adenocarcinoma,gastric_carcinoma,ovarian_carcinoma,HNSCC"	TSG	-	Candidate_driver	-	-	-	-
PREX2	"BLCA,BRCA,CM,DLBCL,ESCA,PRAD"	Act	"melanoma,pancreatic_ductal_adenocarcinoma"	oncogene	-	-	-	-	-	-
PRKCB	"CM,DLBCL,HNSC,LUSC,ST"	Act	adult_T-cell_lymphoma-leukaemia	-	-	-	-	-	-	-
PRKD1	-	-	"cribriform_adenocarcinoma_of_the_minor_salivary_glands,polymorphous_adenocarcinoma_of_the_minor_salivary_glands"	fusion	-	-	-	-	-	-
PRRX1	ST	Act	AML	fusion	-	-	-	-	-	-
PSIP1	BLCA	Act	AML	"oncogene,fusion"	0.99%	-	-	-	-	-
PTCH1	"ESCA,MBL,MESO,OS,PIA,SBCC"	LoF	"skin_basal_cell,medulloblastoma"	TSG	1.82%	-	-	-	-	-
PTPN6	"CM,DLBCL"	LoF	DLBCL	TSG	-	-	-	-	-	-
PTPRB	"ANGS,CM,OV"	ambiguous	angiosarcoma	TSG	-	-	-	-	-	-
PTPRC	"AN,CM,COREAD"	Act	T-ALL	TSG	3.02%	-	-	-	-	-
PTPRD	"BCNET,BRCA,CM,DLBCL,ESCA,NSCLC,PRAD,VV"	Act	"lung_cancer,kidney_cancer,HNSCC,glioblastoma"	TSG	4.86%	-	-	-	-	-
PTPRK	"NSCLC,SCLC"	LoF	colorectal	"TSG,fusion"	-	-	-	-	-	-
PTPRT	"ESCA,HNSC,OV"	LoF	"HNSCC,colorectal_cancer,gastric_cancer,lung_cancer,melanoma"	TSG	-	-	-	-	-	-
RAD17	-	-	"lymphoma,colon_cancer"	TSG	-	-	-	-	-	-
RAD21	"AML,LUSC"	LoF	"AML,endometrium,colorectal,lung"	"oncogene,TSG"	1.08%	High_Confidence_Driver	-	-	-	0.90%
RBM10	"BLCA,CH,COREAD,LUAD,NSCLC,PAAD"	LoF	lung_adenocarcinoma	TSG	1.37%	Candidate_driver	-	-	-	-
RBM15	HNSC	LoF	acute_megakaryocytic_leukaemia	fusion	-	-	-	-	-	-
RFWD3	-	-	lung_cancer	TSG	-	-	-	-	-	-
RGPD3	"CM,THCA"	ambiguous	endometrioid_adenocarcinoma	-	-	-	-	-	-	-
RNF43	"ALL,CH,COREAD,ESCA,PAAD,PRAD,ST,UCEC"	LoF	"cholangiocarcinoma,ovary,pancreas"	TSG	1.78%	High_Confidence_Driver	-	-	-	-
ROBO2	-	-	"colorectal_adenocarcinoma,melanoma"	TSG	-	-	-	-	-	-
RPL10	"MM,NHLY"	LoF	T-ALL	TSG	-	-	-	-	-	-
RPL22	HC	Act	"AML,CML"	"TSG,fusion"	0.74%	High_Confidence_Driver	-	-	-	1.00%
RSPO2	-	-	colorectal	"TSG,fusion"	-	-	-	-	-	-
RSPO3	-	-	colorectal	"oncogene,fusion"	-	-	-	-	-	-
RUNX1	"ACY,ALL,AML,BRCA"	ambiguous	"AML,pre_B-ALL,T-ALL"	"oncogene,TSG,fusion"	1.37%	High_Confidence_Driver	-	-	-	1.60%
SALL4	"BRCA,CLL,LUSC"	Act	"colorectal_cancer,breast_cancer,prostate_cancer,glioblastoma,melanoma"	oncogene	-	-	-	-	-	-
5-Sep	-	-	AML	fusion	-	-	-	-	-	-
6-Sep	-	-	AML	fusion	-	-	-	-	-	-
9-Sep	MM	Act	AML*	fusion	-	-	-	-	-	-
SETD2	"ALL,BLCA,CLL,CM,EWS,HC,LGG,LUAD,MESO,MM,NSCLC,OS,PAAD,PAIS,PIA,PRAD,RCCC,RPC"	LoF	clear_cell_renal_carcinoma	TSG	3.38%	High_Confidence_Driver	-	-	-	3.60%
SFRP4	-	-	"colorectal_cancer,melanoma,SCC,gastric_cancer,oesophageal_SCC"	TSG	-	-	-	-	-	-
SH2B3	MDPS	ambiguous	"MPN,sAML,erythrocytosis,B-ALL"	TSG	-	-	-	-	-	-
SHTN1	-	-	Spitzoid_tumour	fusion	-	-	-	-	-	-
SIRPA	"AML,CESC,COREAD,HGG,MBL"	LoF	"HNSCC,colorectal_cancer,Lung_SCC"	TSG	-	-	-	-	-	-
SMAD2	"BRCA,COREAD"	LoF	"colorectal_carcinoma,hepatocellular_carcinoma"	TSG	0.82%	High_Confidence_Driver	-	-	-	0.90%
SMAD3	"COREAD,PAAD"	LoF	"colorectal_carcinoma,oral_squamous_cell_carcinoma"	TSG	-	-	-	-	-	-
SMAD4	"BRCA,CESC,CH,COREAD,ESCA,HNSC,PAAD,PRAD,ST"	LoF	"colorectal,pancreatic,small_intestine"	TSG	2.29%	High_Confidence_Driver	-	-	-	1.40%
SMC1A	AML	Act	AML	TSG	1.39%	High_Confidence_Driver	-	-	-	1.50%
SNX29	-	-	"PMBL,Hodgkin_lymphoma"	fusion	-	-	-	-	-	-
SOCS1	"DLBCL,LY,NHLY"	LoF	"Hodgkin_lymphoma,PMBL"	TSG	-	-	-	-	-	-
SOX21	PRAD	LoF	multiple_myeloma	TSG	-	-	-	-	-	-
SRSF3	-	-	follicular_lymphoma	"oncogene,fusion"	-	-	-	-	-	-
STAG1	-	-	"colorectal_cancer,AML"	TSG	-	-	-	-	-	-
STAG2	"AML,BLCA,EWS,GBM,LUSC,MBL,PIA,RCCC,RPC,SBCC,THCA"	LoF	"bladder_carcinoma,glioblastoma,melanoma,Ewing's_sarcoma,myeloid_neoplasms"	TSG	2.41%	High_Confidence_Driver	-	-	-	2.20%
STAT3	"DLBCL,NHLY"	ambiguous	T-cell_large_granular_lymphocytic_leukaemia	oncogene	-	High_Confidence_Driver	-	-	-	-
STAT6	"DLBCL,NHLY"	Act	"solitary_fibrous_tumour,meningeal_haemangiopericytoma"	"oncogene,fusion"	-	-	-	-	-	-
STK11	"CESC,CH,LUAD,NSCLC"	LoF	"NSCLC,pancreatic"	TSG	1.39%	High_Confidence_Driver	-	-	-	0.90%
SUZ12	"AML,PRAD"	Act	endometrial_stromal_tumour	"oncogene,TSG,fusion"	-	High_Confidence_Driver	-	-	-	-
TAF15	BLCA	ambiguous	"extraskeletal_myxoid_chondrosarcoma,ALL"	"oncogene,fusion"	-	-	-	-	-	-
TCEA1	-	-	salivary_adenoma	fusion	-	-	-	-	-	-
TCF12	-	-	extraskeletal_myxoid_chondrosarcoma	fusion	1.06%	High_Confidence_Driver	-	-	-	-
TCL1A	-	-	T-CLL	"oncogene,fusion"	-	-	-	-	-	-
TRAF7	-	-	meningioma	TSG	-	-	-	-	-	-
TRRAP	"ACY,BLCA,CH,CM,ESCA,HNSC,LEIS,MM"	ambiguous	melanoma	oncogene	-	-	-	-	-	-
USP44	"SBCC,UCEC"	LoF	"lung_cancer,colon_cancer"	TSG	-	-	-	-	-	-
USP9X	HNSC	LoF	colon_carcinoma	fusion	2.81%	Candidate_driver	-	-	-	2.10%
VTI1A	-	-	colorectal	fusion	-	-	-	-	-	-
WWTR1	-	-	epithelioid_haemangioendothelioma	"oncogene,fusion"	-	-	-	-	-	-
YWHAE	-	-	endometrial_stromal_sarcoma	"TSG,fusion"	-	-	-	-	-	-
ZFHX3	"BLCA,BRCA,DLBCL,MM,PAAD,PRAD,THYM,UCEC,VV"	LoF	"endometrial,gastric,prostate"	TSG	4.46%	High_Confidence_Driver	-	-	-	-
ZMYM2	-	-	"MPN,NHL"	fusion	1.23%	High_Confidence_Driver	-	-	-	-
ZMYM3	-	-	"CRC,breast_cancer"	TSG	1.85%	-	-	-	-	-
ZNRF3	ACC	LoF	"colorectal_cancer,adrenocortical_carcinoma,gastric_cancer"	TSG	-	-	-	-	-	-
ZRSR2	AML	LoF	"MDS,CLL"	TSG	-	-	-	-	-	-
ACVR1B	-	-	pancreatic_cancer	TSG	1.09%	High_Confidence_Driver	-	-	-	1.00%
ACVR2A	"COREAD,HC,PAAD,SSCC,ST,UCEC"	LoF	"large_intestine_carcinoma,stomach_carcinoma,pancreatic_carcinoma,biliary_tract,oesophagus"	TSG	1.40%	Candidate_driver	-	-	-	0.60%
ARID1A	"BLCA,BLY,BRCA,CESC,CH,CLL,COREAD,DLBCL,ESCA,GBM,HC,LGG,LUAD,LUSC,MBL,NHLY,NSCLC,OS,OV,PAAD,PIA,PRAD,RCCC,RPC,SBCC,SCLC,ST,UCEC,UCS"	LoF	"clear_cell_ovarian_carcinoma,RCC,breast"	"TSG,fusion"	6.69%	High_Confidence_Driver	-	-	-	5.40%
ARID1B	"BLCA,BRCA,COREAD,DLBCL,HC,HGG,LGG,LUSC,MBL,PAAD,PIA"	LoF	"breast,hepatocellular_carcinoma,clear_cell_ovarian_carcinoma"	TSG	-	-	-	-	-	-
ATP1A1	-	-	adrenal_aldosterone_producing_adenoma	"oncogene,TSG"	-	-	-	-	-	-
ATP2B3	-	-	adrenal_aldosterone_producing_adenoma	TSG	-	-	-	-	-	-
BCL11A	NHLY	Act	B-CLL	"oncogene,fusion"	-	-	-	-	-	-
BCL11B	"DLBCL,GBM,PAAD,VV"	Act	T-ALL	"oncogene,TSG,fusion"	-	-	-	-	-	-
BCLAF1	"AML,CM,ST"	Act	"melanoma,SCC"	-	-	High_Confidence_Driver	-	-	-	-
BCORL1	"COREAD,HGG,NB,OS,PAAD"	LoF	"AML,HNSCC"	"oncogene,TSG"	-	-	-	-	-	-
BMPR1A	"COREAD,ST"	LoF	-	"oncogene,TSG"	-	-	-	-	-	-
CAMTA1	HC	LoF	epithelioid_haemangioendothelioma	"TSG,fusion"	-	-	-	-	-	-
CDKN1A	"BLCA,HC,RCH"	LoF	bladder_cancer	"oncogene,TSG"	0.91%	High_Confidence_Driver	-	-	-	0.60%
CDKN1B	"BCNET,BRCA,DLBCL,HC,MM,PRAD"	LoF	"breast,small_intestine_neuroendocrine_tumours"	TSG	0.66%	High_Confidence_Driver	-	-	-	0.70%
CDKN2A	"ACY,BLCA,BRCA,CH,CM,ESCA,GBM,HC,HNSC,LGG,LUAD,LUSC,NSCLC,OS,PAAD,RCCC,SSCC,ST,VV"	LoF	"melanoma,multiple_other_tumour_types"	TSG	3.99%	High_Confidence_Driver	-	-	-	3.60%
CDKN2C	"HGG,LGG"	LoF	"glioma,MM"	TSG	0.37%	High_Confidence_Driver	-	-	-	0.20%
CHCHD7	-	-	salivary_adenoma	fusion	-	-	-	-	-	-
CHST11	-	-	B-CLL	"oncogene,fusion"	-	-	-	-	-	-
CLTCL1	HC	Act	ALCL	"TSG,fusion"	-	High_Confidence_Driver	-	-	-	-
COL1A1	"CESC,CM,GBM,MM,SBCC"	Act	"DFSP,aneurysmal_bone_cyst"	fusion	-	-	-	-	-	-
COL2A1	-	-	"chondrosarcoma,enchondroma"	fusion	-	-	-	-	-	-
COL3A1	-	-	lipoblastoma	fusion	-	-	-	-	-	-
CREBBP	"ALL,BLCA,BRCA,CLL,DLBCL,ESCA,HC,HNSC,LUSC,LY,MBL,NHLY,PAIS,PIA,SBCC,SCLC,SG,VV"	LoF	"ALL,AML,DLBCL,B-NHL"	"oncogene,TSG,fusion"	3.66%	-	-	-	-	-
CRNKL1	CM	Act	base_cell_carcinoma	-	-	-	-	-	-	-
CTNNA1	-	-	"AML,MDS,cutaneous_melanoma"	"TSG,fusion"	-	-	-	-	-	-
CTNNA2	-	-	gastric_cancer	oncogene	-	-	-	-	-	-
CTNND1	-	-	large_intestine_carcinoma	-	1.53%	High_Confidence_Driver	-	-	-	-
CTNND2	-	-	"prostae_adenocarcinoma,GIST"	oncogene	-	-	-	-	-	-
CYP2C8	"CM,MESO"	LoF	melanoma	-	-	-	-	-	-	-
DICER1	"COREAD,UCEC"	LoF	"sex_cord-stromal_tumour,TGCT,embryonal_rhabdomyosarcoma,pleuropulmonary_blastoma,pituitary_blastoma,Wilms_tumour,thyroid_cancer,other_tumour_types"	TSG	1.93%	High_Confidence_Driver	-	-	-	-
DNAJB1	BLCA	LoF	fibrolamellar_hepatocellular_carcinoma	fusion	-	-	-	-	-	-
DROSHA	"LUSC,WT"	LoF	"Wilms_tumour,NSCLC,bladder_carcinoma"	TSG	-	-	-	-	-	-
DUX4L1	-	-	soft_tissue_sarcoma	fusion	-	-	-	-	-	-
EIF1AX	"PRAD,THCA,THYM,UCEC,UVM"	LoF	"uveal_melanoma,thyroid_cancer_(PDTC_and_ATC),low_grade_serous_ovarian_cancer"	-	0.62%	-	-	-	-	-
EIF4A2	-	-	NHL	fusion	-	High_Confidence_Driver	-	-	-	0.80%
FAM47C	-	-	"melanoma,clear_cell_sarcoma_of_soft_parts,SCLC"	-	-	-	-	-	-	-
FANCD2	"CM,COREAD"	LoF	-	TSG	-	-	-	-	-	-
FBXO11	"BLY,NHLY"	LoF	DLBCL	TSG	-	High_Confidence_Driver	-	-	-	-
FCGR2B	-	-	ALL	"oncogene,fusion"	-	-	-	-	-	-
FIP1L1	-	-	idiopathic_hypereosinophilic_syndrome	fusion	-	-	-	-	-	-
GOLGA5	-	-	"papillary_thyroid,Spitzoid_tumour"	fusion	-	High_Confidence_Driver	-	-	-	-
GOLPH3	-	-	"breast_cancer,NSCLC,ovarian_cancer"	-	-	-	-	-	-	-
GRIN2A	"BLCA,BRCA,COREAD,ST"	Act	"melanoma,colorectal_carcinoma,gastric_carcinoma,lung_carcinoma"	TSG	-	-	-	-	-	-
HOXA11	UCEC	ambiguous	CML	"oncogene,TSG,fusion"	-	-	-	-	-	-
HOXA13	-	-	AML	"oncogene,fusion"	-	-	-	-	-	-
HOXC11	-	-	AML	"oncogene,fusion"	-	-	-	-	-	-
HOXC13	BRCA	Act	AML	"oncogene,fusion"	-	-	-	-	-	-
HOXD11	-	-	AML	"oncogene,fusion"	-	-	-	-	-	-
HOXD13	"BRCA,ESCA"	LoF	AML*	"oncogene,fusion"	-	-	-	-	-	-
KNSTRN	-	-	SCC	oncogene	-	-	-	-	-	-
LARP4B	-	-	"CRC,glioma"	TSG	-	-	-	-	-	-
LHFPL6	-	-	lipoma	fusion	-	-	-	-	-	-
LSM14A	-	-	Spitzoid_tumour	fusion	-	-	-	-	-	-
MALAT1	-	-	"renal_cell_carcinoma_(childhood_epithelioid),lung"	"oncogene,TSG,fusion"	-	High_Confidence_Driver	-	-	-	2.70%
MAP2K2	-	-	"NSCLC,melanoma"	oncogene	-	-	-	-	-	-
MAP2K4	"BRCA,CH,COREAD,PAAD"	LoF	"pancreatic,breast,colorectal"	"oncogene,TSG"	1.19%	High_Confidence_Driver	-	-	-	1.40%
MAP3K1	"BRCA,CESC,COREAD,GBM,HC,THCA,UCEC"	LoF	luminal_A_breast	"oncogene,TSG"	2.07%	High_Confidence_Driver	-	-	-	2.70%
MB21D2	"HNSC,LUAD,LUSC"	LoF	lung_cancer	-	-	-	-	-	-	-
MLLT10	-	-	AL	"oncogene,fusion"	-	High_Confidence_Driver	-	-	-	-
MLLT11	-	-	ALL	fusion	-	-	-	-	-	-
NFATC2	"OS,PAAD"	ambiguous	Ewing_sarcoma	"oncogene,fusion"	-	-	-	-	-	-
NFKBIE	"CLL,CM,DLBCL,NHLY"	ambiguous	"CLL,desmoplastic_melanoma"	TSG	-	-	-	-	-	-
NKX2-1	LGG	ambiguous	NSCLC	"oncogene,TSG"	-	-	-	-	-	-
NOTCH1	"ALL,CESC,CLL,DLBCL,ESCA,HNSC,LGG,LUSC,MBL,MGCT,NSCLC,OV,SBCC,SCLC,SG,SSCC,UCEC,VV"	ambiguous	"T-ALL,breast,bladder,skin_SCC,lung_SCC,head_and_neck_SCC"	"oncogene,TSG,fusion"	3.94%	High_Confidence_Driver	-	-	-	3.10%
NOTCH2	"ACY,BLCA,BRCA,DLBCL,ESCA,HNSC,NHLY,PRAD,SBCC,SSCC"	ambiguous	"marginal_zone_lymphoma,DLBCL,bladder"	"oncogene,TSG"	2.41%	-	-	-	-	-
NUP214	"BCNET,MM,RPC"	Act	"AML,T-ALL"	fusion	-	High_Confidence_Driver	-	-	-	-
NUTM2B	-	-	endometrial_stromal_sarcoma	fusion	-	-	-	-	-	-
NUTM2D	-	-	endometrial_stromal_sarcoma	fusion	-	-	-	-	-	-
PABPC1	"DLBCL,LUSC,MM,THCA"	ambiguous	"HNSCC,biliary_tract_carcinoma"	"oncogene,TSG"	-	High_Confidence_Driver	-	-	-	-
PDGFRB	"BRCA,UCS"	Act	"MPN,AML,CMML,CML"	"oncogene,fusion"	-	-	-	-	-	-
PHOX2B	-	-	neuroblastoma	TSG	-	-	-	-	-	-
PICALM	-	-	"T-ALL,AML"	fusion	-	-	-	-	-	-
PIK3CB	"BLCA,GBM,PRAD"	Act	"SCC,NSCLC"	oncogene	1.23%	High_Confidence_Driver	-	-	-	-
PIK3R1	"ACY,BRCA,CH,GBM,HNSC,LGG,OS,ST,UCEC,UCS"	LoF	"glioblastoma,ovarian,colorectal"	TSG	3.21%	High_Confidence_Driver	-	-	-	4.40%
POLR2A	-	-	meningioma	-	-	-	-	-	-	-
POU5F1	-	-	sarcoma	"oncogene,fusion"	-	-	-	-	-	-
PRDM16	-	-	"MDS,AML"	"oncogene,fusion"	-	-	-	-	-	-
PRKACA	-	-	"fibrolamellar_hepatocellular_carcinoma,cortisol_secreting_adrenal_adenoma"	oncogene	-	-	-	-	-	-
PTPN13	BRCA	LoF	"lung,NSCLC,gastric,peritoneal_carcinomatosis"	TSG	-	Candidate_driver	-	-	-	-
PWWP2A	-	-	Spitzoid_tumour	fusion	-	-	-	-	-	-
RABEP1	SSCC	LoF	CMML	fusion	-	-	-	-	-	-
RAD51B	-	-	"lipoma,uterine_leiomyoma"	"TSG,fusion"	-	-	-	-	-	-
RALGDS	SSCC	Act	"PMBL,Hodgkin_lymphoma,"	fusion	-	-	-	-	-	-
RANBP2	"HC,NB,NSPH,PCPG,PRAD,RCCC"	LoF	inflammatory_myofibroblastic_tumour	"TSG,fusion"	-	High_Confidence_Driver	-	-	-	-
RECQL4	ST	LoF	-	"oncogene,TSG"	-	-	-	-	-	-
RNF213	"BLCA,ESCA,LUSC,MBL,PRAD,SBCC,UCEC"	Act	ALCL	fusion	-	High_Confidence_Driver	-	-	-	-
S100A7	-	-	"melanoma,T-cell_lymphoma"	fusion	-	-	-	-	-	-
SDHAF2	-	-	-	TSG	-	-	-	-	-	-
SETD1B	"ESCA,OV,PAAD"	LoF	"CRC,endometrium"	TSG	-	-	-	-	-	-
SETDB1	"CLL,HC,MESO"	Act	malignant_mesothelioma	oncogene	-	-	-	-	-	-
SH3GL1	-	-	AL	"oncogene,fusion"	-	-	-	-	-	-
SPECC1	-	-	JMML	fusion	-	-	-	-	-	-
SRGAP3	"CM,MESO"	Act	pilocytic_astrocytoma	fusion	-	-	-	-	-	-
SS18L1	-	-	synovial_sarcoma	fusion	-	-	-	-	-	-
STAT5B	OV	ambiguous	"large_granular_lymphocytic_leukaemia,skin_basal_cell,APL"	"oncogene,TSG,fusion"	-	-	-	-	-	-
TCF7L2	"COREAD,UCEC"	Act	colorectal	"oncogene,fusion"	1.29%	High_Confidence_Driver	-	-	-	-
TENT5C	-	-	MM	TSG	-	-	-	-	-	-
TGFBR2	"CESC,CH,COREAD,ESCA,HNSC,PAAD"	LoF	"head_and_neck,colorectal"	TSG	1.51%	High_Confidence_Driver	-	-	-	1.10%
THRAP3	-	-	aneurysmal_bone_cyst	fusion	1.17%	-	-	-	-	-
TMSB4X	-	-	DLBCL	oncogene	0.31%	-	-	-	-	-
TRIM24	PRAD	Act	APL	"oncogene,TSG,fusion"	-	-	-	-	-	-
TRIM27	-	-	papillary_thyroid	"oncogene,fusion"	-	-	-	-	-	-
TRIM33	MBL	ambiguous	papillary_thyroid	"TSG,fusion"	-	-	-	-	-	-
TRIP11	BLCA	Act	AML	fusion	-	High_Confidence_Driver	-	-	-	-
ZBTB16	"BRCA,ESCA,PRAD"	ambiguous	APL	"TSG,fusion"	-	-	-	-	-	-
ZCCHC8	-	-	Spitzoid_tumour	fusion	-	-	-	-	-	-
ZNF331	-	-	follicular_thyroid_adenoma	"TSG,fusion"	-	-	-	-	-	-
ZNF384	-	-	ALL	fusion	-	-	-	-	-	-
ZNF429	"BLCA,PRAD"	LoF	GBM	-	-	-	-	-	-	-
ZNF479	-	-	"lung_cancer,bladder_carcinoma,prostate_carcinoma"	-	-	-	-	-	-	-
ZNF521	"ESCA,HC,LUSC,NSPH,PAAD"	Act	ALL	"oncogene,fusion"	-	-	-	-	-	-
ARHGAP5	"BLCA,MM"	LoF	"colon_cancer,glioma"	oncogene	-	-	-	-	-	-
ASPSCR1	-	-	alveolar_soft_part_sarcoma	fusion	-	-	-	-	-	-
BCL2L12	CM	ambiguous	"melanoma,SCC"	oncogene	-	-	-	-	-	-
CACNA1D	"BRCA,GBM,HC,OV,ST"	ambiguous	adrenal_aldosterone_producing_adenoma	oncogene	-	-	-	-	-	-
CBFA2T3	CESC	Act	AML	"TSG,fusion"	-	-	-	-	-	-
CNTNAP2	-	-	"glioma,melanoma"	TSG	-	-	-	-	-	-
CREB3L1	-	-	myxofibrosarcoma	"TSG,fusion"	-	-	-	-	-	-
CREB3L2	-	-	fibromyxoid_sarcoma	"oncogene,fusion"	-	-	-	-	-	-
CYSLTR2	UVM	Act	uveal_melanoma	oncogene	0.74%	-	-	-	-	-
FAM131B	-	-	pilocytic_astrocytoma	fusion	-	-	-	-	-	-
FAM135B	"ESCA,HNSC,LUSC,PAAD,UCS"	Act	SCLC	-	-	-	-	-	-	-
